PeakID (cmd=annotatePeaks.pl /jet/home/bpaliwal/LiverOCRAnalysis/LiverOCRAnalysis/results/classification_results/raw_results/mouse_mapped_from_human_promoters.bed /ocean/projects/bio230007p/ikaplow/MouseGenomeInfo/mm10.fa -gtf /ocean/projects/bio230007p/bpaliwal/MouseGenomeInfo/gencode.vM10.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr3-242	chr3	95762630	95763342	+	95763277	NA	exon (ENSMUST00000090791.7, exon 11 of 11)	-exon (ENSMUST00000090791.7, exon 11 of 11)	-2780	ENSMUST00000197501.1	ENSMUSG00000028107	ENSMUST00000098857			Tars2			
chr11-446	chr11	95751042	95751383	+	95749663	NA	intron (ENSMUST00000133070.7, intron 2 of 6)	-intron (ENSMUST00000091565.4, intron 1 of 4)	2145	ENSMUST00000091565.4	ENSMUSG00000075595	ENSMUST00000091565			Zfp652			
chr13-231	chr13	95739870	95740263	+	95738310	NA	intron (ENSMUST00000068603.6, intron 5 of 35)	-intron (ENSMUST00000068603.6, intron 5 of 35)	43213	ENSMUST00000022182.4	ENSMUSG00000021675	ENSMUST00000022182			F2rl2			
chr16-241	chr16	95720531	95720816	+	95722535	NA	exon (ENSMUST00000023612.14, exon 10 of 10)	-exon (ENSMUST00000023612.14, exon 10 of 10)	4819	ENSMUST00000140544.1	ENSMUSG00000022895	ENSMUST00000155226			Ets2			
chr11-442	chr11	95712448	95714103	+	95715324	NA	promoter-TSS (ENSMUST00000155531.1)	-promoter-TSS (ENSMUST00000155531.1)	264	ENSMUST00000133070.7	ENSMUSG00000075595	ENSMUST00000091565			Zfp652			
chr11-444	chr11	95712448	95714103	+	95715324	NA	promoter-TSS (ENSMUST00000155531.1)	-promoter-TSS (ENSMUST00000155531.1)	264	ENSMUST00000133070.7	ENSMUSG00000075595	ENSMUST00000091565			Zfp652			
chr11-445	chr11	95712448	95714103	+	95715324	NA	promoter-TSS (ENSMUST00000155531.1)	-promoter-TSS (ENSMUST00000155531.1)	264	ENSMUST00000133070.7	ENSMUSG00000075595	ENSMUST00000091565			Zfp652			
chr11-443	chr11	95712448	95714103	+	95715324	NA	promoter-TSS (ENSMUST00000155531.1)	-promoter-TSS (ENSMUST00000155531.1)	264	ENSMUST00000133070.7	ENSMUSG00000075595	ENSMUST00000091565			Zfp652			
chr16-240	chr16	95701533	95702822	+	95701597	NA	promoter-TSS (ENSMUST00000143554.1)	-promoter-TSS (ENSMUST00000143554.1)	102	ENSMUST00000023612.14	ENSMUSG00000022895	ENSMUST00000155226			Ets2			
chr16-238	chr16	95701533	95702822	+	95701597	NA	promoter-TSS (ENSMUST00000143554.1)	-promoter-TSS (ENSMUST00000143554.1)	102	ENSMUST00000023612.14	ENSMUSG00000022895	ENSMUST00000155226			Ets2			
chr16-239	chr16	95701533	95702822	+	95701597	NA	promoter-TSS (ENSMUST00000143554.1)	-promoter-TSS (ENSMUST00000143554.1)	102	ENSMUST00000023612.14	ENSMUSG00000022895	ENSMUST00000155226			Ets2			
chr8-244	chr8	95700112	95700757	+	95701378	NA	intron (ENSMUST00000160964.7, intron 4 of 10)	-intron (ENSMUST00000041318.13, intron 3 of 16)	-2603	ENSMUST00000073139.13	ENSMUSG00000036564	ENSMUST00000080666			Ndrg4			
chr12-245	chr12	95690845	95691056	+	95691729	NA	Intergenic	Intergenic	-1276	ENSMUST00000057324.3	ENSMUSG00000047414	ENSMUST00000110117			Flrt2			
chr3-239	chr3	95687540	95688269	+	95688035	NA	promoter-TSS (ENSMUST00000015994.3)	-promoter-TSS (ENSMUST00000015994.3)	13	ENSMUST00000117782.7	ENSMUSG00000015850	ENSMUST00000117782			Adamtsl4			
chr3-240	chr3	95687540	95688269	+	95688035	NA	promoter-TSS (ENSMUST00000015994.3)	-promoter-TSS (ENSMUST00000015994.3)	13	ENSMUST00000117782.7	ENSMUSG00000015850	ENSMUST00000117782			Adamtsl4			
chr3-241	chr3	95687540	95688269	+	95688035	NA	promoter-TSS (ENSMUST00000015994.3)	-promoter-TSS (ENSMUST00000015994.3)	13	ENSMUST00000117782.7	ENSMUSG00000015850	ENSMUST00000117782			Adamtsl4			
chr1-271	chr1	95666030	95667056	+	95665920	NA	exon (ENSMUST00000186853.1, exon 1 of 1)	-exon (ENSMUST00000186853.1, exon 1 of 1)	992	ENSMUST00000189556.1	ENSMUSG00000040710	ENSMUST00000187936			St8sia4			
chr1-272	chr1	95667430	95668102	+	95665920	NA	promoter-TSS (ENSMUST00000043336.10)	-promoter-TSS (ENSMUST00000043336.10)	-195	ENSMUST00000043336.10	ENSMUSG00000040710	ENSMUST00000187936			St8sia4			
chr1-268	chr1	95664737	95665508	+	95665920	NA	exon (ENSMUST00000186853.1, exon 1 of 1)	-exon (ENSMUST00000186853.1, exon 1 of 1)	2413	ENSMUST00000189556.1	ENSMUSG00000040710	ENSMUST00000187936			St8sia4			
chr1-270	chr1	95666030	95667056	+	95665920	NA	exon (ENSMUST00000186853.1, exon 1 of 1)	-exon (ENSMUST00000186853.1, exon 1 of 1)	992	ENSMUST00000189556.1	ENSMUSG00000040710	ENSMUST00000187936			St8sia4			
chr1-273	chr1	95667430	95668102	+	95665920	NA	promoter-TSS (ENSMUST00000043336.10)	-promoter-TSS (ENSMUST00000043336.10)	-195	ENSMUST00000043336.10	ENSMUSG00000040710	ENSMUST00000187936			St8sia4			
chr1-269	chr1	95664737	95665508	+	95665920	NA	exon (ENSMUST00000186853.1, exon 1 of 1)	-exon (ENSMUST00000186853.1, exon 1 of 1)	2413	ENSMUST00000189556.1	ENSMUSG00000040710	ENSMUST00000187936			St8sia4			
chr11-441	chr11	95586104	95586546	+	95587719	NA	intron (ENSMUST00000000122.6, intron 1 of 5)	-intron (ENSMUST00000000122.6, intron 1 of 5)	1410	ENSMUST00000000122.6	ENSMUSG00000000120	ENSMUST00000000122			Ngfr			
chr10-265	chr10	95563541	95564650	+	95566044	NA	promoter-TSS (ENSMUST00000020217.5)	-promoter-TSS (ENSMUST00000020217.5)	72	ENSMUST00000020217.5	ENSMUSG00000020029	ENSMUST00000020217			Nudt4			
chr9-316	chr9	95558958	95560641	+	95557481	NA	exon (ENSMUST00000079597.6, exon 1 of 1)	-exon (ENSMUST00000079597.6, exon 1 of 1)	142	ENSMUST00000079597.6	ENSMUSG00000064225	ENSMUST00000079597			Paqr9			
chr9-320	chr9	95558958	95560641	+	95557481	NA	exon (ENSMUST00000079597.6, exon 1 of 1)	-exon (ENSMUST00000079597.6, exon 1 of 1)	142	ENSMUST00000079597.6	ENSMUSG00000064225	ENSMUST00000079597			Paqr9			
chr9-318	chr9	95558958	95560641	+	95557481	NA	exon (ENSMUST00000079597.6, exon 1 of 1)	-exon (ENSMUST00000079597.6, exon 1 of 1)	142	ENSMUST00000079597.6	ENSMUSG00000064225	ENSMUST00000079597			Paqr9			
chr9-319	chr9	95558958	95560641	+	95557481	NA	exon (ENSMUST00000079597.6, exon 1 of 1)	-exon (ENSMUST00000079597.6, exon 1 of 1)	142	ENSMUST00000079597.6	ENSMUSG00000064225	ENSMUST00000079597			Paqr9			
chr9-317	chr9	95558958	95560641	+	95557481	NA	exon (ENSMUST00000079597.6, exon 1 of 1)	-exon (ENSMUST00000079597.6, exon 1 of 1)	142	ENSMUST00000079597.6	ENSMUSG00000064225	ENSMUST00000079597			Paqr9			
chr9-315	chr9	95558958	95560641	+	95557481	NA	exon (ENSMUST00000079597.6, exon 1 of 1)	-exon (ENSMUST00000079597.6, exon 1 of 1)	142	ENSMUST00000079597.6	ENSMUSG00000064225	ENSMUST00000079597			Paqr9			
chr10-264	chr10	95550024	95551125	+	95549862	NA	intron (ENSMUST00000020217.5, intron 3 of 4)	-intron (ENSMUST00000020217.5, intron 3 of 4)	8747	ENSMUST00000175126.1	ENSMUSG00000092867	ENSMUST00000175126			Mir3058			
chr11-440	chr11	95514483	95514802	+	95513485	NA	promoter-TSS (ENSMUST00000058866.7)	-promoter-TSS (ENSMUST00000058866.7)	-72	ENSMUST00000058866.7	ENSMUSG00000046719	ENSMUST00000058866			Nxph3			
chr3-238	chr3	95494372	95494664	+	95496244	NA	exon (ENSMUST00000015666.16, exon 21 of 22)	-exon (ENSMUST00000015666.16, exon 21 of 22)	-4738	ENSMUST00000015664.4	ENSMUSG00000028111	ENSMUST00000015664			Ctsk			
chr8-243	chr8	95488293	95489197	+	95486915	NA	promoter-TSS (ENSMUST00000056919.7)	-promoter-TSS (ENSMUST00000056919.7)	75	ENSMUST00000056919.7	ENSMUSG00000046707	ENSMUST00000056919			Csnk2a2			
chr8-242	chr8	95488293	95489197	+	95486915	NA	promoter-TSS (ENSMUST00000056919.7)	-promoter-TSS (ENSMUST00000056919.7)	75	ENSMUST00000056919.7	ENSMUSG00000046707	ENSMUST00000056919			Csnk2a2			
chr8-241	chr8	95488293	95489197	+	95486915	NA	promoter-TSS (ENSMUST00000056919.7)	-promoter-TSS (ENSMUST00000056919.7)	75	ENSMUST00000056919.7	ENSMUSG00000046707	ENSMUST00000056919			Csnk2a2			
chr9-314	chr9	95456898	95457183	+	95459116	NA	exon (ENSMUST00000079659.11, exon 28 of 28)	-exon (ENSMUST00000079659.11, exon 28 of 28)	25204	ENSMUST00000186139.1	ENSMUSG00000032407	ENSMUST00000191213			U2surp			
chr10-263	chr10	95438762	95439482	+	95439653	NA	Intergenic	Intergenic	21747	ENSMUST00000181781.1	ENSMUSG00000097766	ENSMUST00000181781			5730420D15Rik			
chr3-236	chr3	95434132	95434866	+	95434096	NA	promoter-TSS (ENSMUST00000015666.16)	-promoter-TSS (ENSMUST00000015666.16)	-20	ENSMUST00000149051.7	ENSMUSG00000015522	ENSMUST00000107160			Arnt			
chr3-237	chr3	95434132	95434866	+	95434096	NA	promoter-TSS (ENSMUST00000015666.16)	-promoter-TSS (ENSMUST00000015666.16)	-20	ENSMUST00000149051.7	ENSMUSG00000015522	ENSMUST00000107160			Arnt			
chr9-313	chr9	95392075	95392441	+	95393329	NA	Intergenic	Intergenic	14464	ENSMUST00000036267.7	ENSMUSG00000033350	ENSMUST00000036267			Chst2			
chr8-240	chr8	95392483	95393145	+	95393227	NA	Intergenic	Intergenic	40546	ENSMUST00000034243.5	ENSMUSG00000031790	ENSMUST00000034243			Mmp15			
chr8-239	chr8	95326319	95326590	+	95328564	NA	TTS (ENSMUST00000153991.1)	-TTS (ENSMUST00000153991.1)	5496	ENSMUST00000057717.6	ENSMUSG00000046556	ENSMUST00000057717			Zfp319			
chr3-234	chr3	95317842	95319011	+	95317656	NA	promoter-TSS (ENSMUST00000139866.1)	-promoter-TSS (ENSMUST00000139866.1)	-366	ENSMUST00000139866.1	ENSMUSG00000015714	ENSMUST00000154055			Cers2			
chr3-235	chr3	95317842	95319011	+	95317656	NA	promoter-TSS (ENSMUST00000139866.1)	-promoter-TSS (ENSMUST00000139866.1)	-366	ENSMUST00000139866.1	ENSMUSG00000015714	ENSMUST00000154055			Cers2			
chr9-312	chr9	95308300	95309254	+	95307682	NA	Intergenic	Intergenic	97945	ENSMUST00000036267.7	ENSMUSG00000033350	ENSMUST00000036267			Chst2			
chr10-260	chr10	95254394	95255014	+	95253227	NA	intron (ENSMUST00000053594.5, intron 2 of 2)	-intron (ENSMUST00000053594.5, intron 2 of 2)	69393	ENSMUST00000053594.5	ENSMUSG00000045867	ENSMUST00000053594			Cradd			
chr10-262	chr10	95255127	95255394	+	95253227	NA	intron (ENSMUST00000053594.5, intron 2 of 2)	-intron (ENSMUST00000053594.5, intron 2 of 2)	68837	ENSMUST00000053594.5	ENSMUSG00000045867	ENSMUST00000053594			Cradd			
chr10-261	chr10	95254394	95255014	+	95253227	NA	intron (ENSMUST00000053594.5, intron 2 of 2)	-intron (ENSMUST00000053594.5, intron 2 of 2)	69393	ENSMUST00000053594.5	ENSMUSG00000045867	ENSMUST00000053594			Cradd			
chr3-232	chr3	95229791	95230640	+	95230835	NA	intron (ENSMUST00000199917.1, intron 1 of 2)	-intron (ENSMUST00000053872.11, intron 1 of 4)	183	ENSMUST00000199917.1	ENSMUSG00000053192	ENSMUST00000065482			Mllt11			
chr3-231	chr3	95228624	95229024	+	95230835	NA	promoter-TSS (ENSMUST00000053872.11)	-promoter-TSS (ENSMUST00000053872.11)	14	ENSMUST00000149804.1	ENSMUSG00000046722	ENSMUST00000107201			Cdc42se1			
chr3-230	chr3	95228624	95229024	+	95230835	NA	promoter-TSS (ENSMUST00000053872.11)	-promoter-TSS (ENSMUST00000053872.11)	14	ENSMUST00000149804.1	ENSMUSG00000046722	ENSMUST00000107201			Cdc42se1			
chr3-233	chr3	95229791	95230640	+	95230835	NA	intron (ENSMUST00000199917.1, intron 1 of 2)	-intron (ENSMUST00000053872.11, intron 1 of 4)	183	ENSMUST00000199917.1	ENSMUSG00000053192	ENSMUST00000065482			Mllt11			
chr3-229	chr3	95159637	95160790	+	95160984	NA	promoter-TSS (ENSMUST00000090821.9)	-promoter-TSS (ENSMUST00000090821.9)	-244	ENSMUST00000142306.1	ENSMUSG00000038777	ENSMUST00000141607			Sema6c			
chr3-228	chr3	95159637	95160790	+	95160984	NA	promoter-TSS (ENSMUST00000090821.9)	-promoter-TSS (ENSMUST00000090821.9)	-244	ENSMUST00000142306.1	ENSMUSG00000038777	ENSMUST00000141607			Sema6c			
chr3-227	chr3	95159637	95160790	+	95160984	NA	promoter-TSS (ENSMUST00000090821.9)	-promoter-TSS (ENSMUST00000090821.9)	-244	ENSMUST00000142306.1	ENSMUSG00000038777	ENSMUST00000141607			Sema6c			
chr8-238	chr8	95149317	95150282	+	95149523	NA	Intergenic	Intergenic	-7259	ENSMUST00000169748.7	ENSMUSG00000031788	ENSMUST00000169353			Kifc3			
chr3-226	chr3	95133598	95135246	+	95136042	NA	promoter-TSS (ENSMUST00000172572.8)	-promoter-TSS (ENSMUST00000172572.8)	334	ENSMUST00000066386.5	ENSMUSG00000053769	ENSMUST00000066386			Lysmd1			
chr8-237	chr8	95131114	95131594	+	95131838	NA	intron (ENSMUST00000169748.7, intron 3 of 21)	-intron (ENSMUST00000034240.13, intron 3 of 19)	11186	ENSMUST00000034240.13	ENSMUSG00000031788	ENSMUST00000169353			Kifc3			
chr8-236	chr8	95054889	95055544	+	95055828	NA	intron (ENSMUST00000058479.6, intron 1 of 17)	-intron (ENSMUST00000058479.6, intron 1 of 17)	113	ENSMUST00000058479.6	ENSMUSG00000031786	ENSMUST00000058479			Drc7			
chr3-224	chr3	95042326	95043333	+	95041398	NA	promoter-TSS (ENSMUST00000071664.11)	-promoter-TSS (ENSMUST00000071664.11)	-215	ENSMUST00000107237.7	ENSMUSG00000005625	ENSMUST00000136868			Psmd4			
chr3-225	chr3	95042326	95043333	+	95041398	NA	promoter-TSS (ENSMUST00000071664.11)	-promoter-TSS (ENSMUST00000071664.11)	-215	ENSMUST00000107237.7	ENSMUSG00000005625	ENSMUST00000136868			Psmd4			
chr4-450	chr4	95037836	95038377	+	95039976	NA	intron (ENSMUST00000145411.1, intron 1 of 1)	-intron (ENSMUST00000145411.1, intron 1 of 1)	1519	ENSMUST00000119789.1	ENSMUSG00000081030	ENSMUST00000119789			Gm12704			
chr11-439	chr11	95034318	95035344	+	95035877	NA	intron (ENSMUST00000138855.1, intron 1 of 2)	-intron (ENSMUST00000038431.7, intron 2 of 10)	2072	ENSMUST00000138855.1	ENSMUSG00000087630	ENSMUST00000138855			Gm11513			
chr3-222	chr3	95033376	95034913	+	95031786	NA	promoter-TSS (ENSMUST00000147960.1)	-promoter-TSS (ENSMUST00000147960.1)	-228	ENSMUST00000147960.1	ENSMUSG00000005625	ENSMUST00000136868			Psmd4			
chr3-221	chr3	95033376	95034913	+	95031786	NA	promoter-TSS (ENSMUST00000147960.1)	-promoter-TSS (ENSMUST00000147960.1)	-228	ENSMUST00000147960.1	ENSMUSG00000005625	ENSMUST00000136868			Psmd4			
chr3-223	chr3	95033376	95034913	+	95031786	NA	promoter-TSS (ENSMUST00000147960.1)	-promoter-TSS (ENSMUST00000147960.1)	-228	ENSMUST00000147960.1	ENSMUSG00000005625	ENSMUST00000136868			Psmd4			
chr11-438	chr11	95025328	95025891	+	95026940	NA	TTS (ENSMUST00000038431.7)	-TTS (ENSMUST00000038431.7)	2967	ENSMUST00000126730.1	ENSMUSG00000038967	ENSMUST00000155857			Pdk2			
chr3-220	chr3	95015002	95016559	+	95018332	NA	promoter-TSS (ENSMUST00000019482.7)	-promoter-TSS (ENSMUST00000019482.7)	155	ENSMUST00000128160.1	ENSMUSG00000085956	ENSMUST00000151207			4930481B07Rik			
chr3-219	chr3	95015002	95016559	+	95018332	NA	promoter-TSS (ENSMUST00000019482.7)	-promoter-TSS (ENSMUST00000019482.7)	155	ENSMUST00000128160.1	ENSMUSG00000085956	ENSMUST00000151207			4930481B07Rik			
chr8-235	chr8	95001783	95001928	+	95000053	NA	intron (ENSMUST00000093271.6, intron 1 of 13)	-intron (ENSMUST00000093271.6, intron 1 of 13)	-15837	ENSMUST00000051259.8	ENSMUSG00000060470	ENSMUST00000051259			Adgrg3			
chr3-218	chr3	94997119	94997424	+	94997935	NA	promoter-TSS (ENSMUST00000135483.1)	-promoter-TSS (ENSMUST00000135483.1)	79	ENSMUST00000135483.1	ENSMUSG00000084846	ENSMUST00000135483			A730011C13Rik			
chr4-448	chr4	94978540	94979148	+	94977319	NA	promoter-TSS (ENSMUST00000149367.1)	-promoter-TSS (ENSMUST00000149367.1)	198	ENSMUST00000134730.7	ENSMUSG00000062627	ENSMUST00000124820			Mysm1			
chr4-449	chr4	94978540	94979148	+	94977319	NA	promoter-TSS (ENSMUST00000149367.1)	-promoter-TSS (ENSMUST00000149367.1)	198	ENSMUST00000134730.7	ENSMUSG00000062627	ENSMUST00000124820			Mysm1			
chr10-259	chr10	94958323	94958784	+	94956443	NA	Intergenic	Intergenic	9963	ENSMUST00000158521.1	ENSMUSG00000089146	ENSMUST00000158521			Gm25266			
chr8-234	chr8	94949863	94950433	+	94949620	NA	Intergenic	Intergenic	15981	ENSMUST00000142991.1	ENSMUSG00000061577	ENSMUST00000153448			Adgrg5			
chr8-232	chr8	94942649	94943189	+	94941191	NA	exon (ENSMUST00000074570.9, exon 12 of 12)	-exon (ENSMUST00000074570.9, exon 12 of 12)	8752	ENSMUST00000142991.1	ENSMUSG00000061577	ENSMUST00000153448			Adgrg5			
chr8-233	chr8	94942649	94943189	+	94941191	NA	exon (ENSMUST00000074570.9, exon 12 of 12)	-exon (ENSMUST00000074570.9, exon 12 of 12)	8752	ENSMUST00000142991.1	ENSMUSG00000061577	ENSMUST00000153448			Adgrg5			
chr11-435	chr11	94936808	94938082	+	94935299	NA	promoter-TSS (ENSMUST00000139974.1)	-promoter-TSS (ENSMUST00000139974.1)	-241	ENSMUST00000139974.1	ENSMUSG00000001506	ENSMUST00000148046			Col1a1			
chr11-437	chr11	94936808	94938082	+	94935299	NA	promoter-TSS (ENSMUST00000139974.1)	-promoter-TSS (ENSMUST00000139974.1)	-241	ENSMUST00000139974.1	ENSMUSG00000001506	ENSMUST00000148046			Col1a1			
chr11-436	chr11	94936808	94938082	+	94935299	NA	promoter-TSS (ENSMUST00000139974.1)	-promoter-TSS (ENSMUST00000139974.1)	-241	ENSMUST00000139974.1	ENSMUSG00000001506	ENSMUST00000148046			Col1a1			
chr11-434	chr11	94916456	94916778	+	94917083	NA	Intergenic	Intergenic	-3092	ENSMUST00000082578.1	ENSMUSG00000064512	ENSMUST00000082578			Gm22456			
chr8-231	chr8	94908906	94909278	+	94909916	NA	intron (ENSMUST00000077955.5, intron 4 of 8)	-intron (ENSMUST00000077955.5, intron 4 of 8)	8429	ENSMUST00000162020.1	ENSMUSG00000063605	ENSMUST00000077955			Ccdc102a			
chr8-230	chr8	94863108	94863441	+	94863824	NA	TTS (ENSMUST00000046461.7)	-TTS (ENSMUST00000046461.7)	5824	ENSMUST00000109521.3	ENSMUSG00000031783	ENSMUST00000109521			Polr2c			
chr3-215	chr3	94837236	94838785	+	94840366	NA	intron (ENSMUST00000126235.7, intron 1 of 6)	-intron (ENSMUST00000042402.11, intron 1 of 18)	297	ENSMUST00000126235.7	ENSMUSG00000038902	ENSMUST00000142253			Pogz			
chr3-217	chr3	94837236	94838785	+	94840366	NA	intron (ENSMUST00000126235.7, intron 1 of 6)	-intron (ENSMUST00000042402.11, intron 1 of 18)	297	ENSMUST00000126235.7	ENSMUSG00000038902	ENSMUST00000142253			Pogz			
chr3-216	chr3	94837236	94838785	+	94840366	NA	intron (ENSMUST00000126235.7, intron 1 of 6)	-intron (ENSMUST00000042402.11, intron 1 of 18)	297	ENSMUST00000126235.7	ENSMUSG00000038902	ENSMUST00000142253			Pogz			
chr10-255	chr10	94828395	94829922	+	94829813	NA	intron (ENSMUST00000099337.3, intron 20 of 30)	-intron (ENSMUST00000099337.3, intron 20 of 30)	-7503	ENSMUST00000157983.1	ENSMUSG00000088608	ENSMUST00000157983			Gm24186			
chr10-257	chr10	94828395	94829922	+	94829813	NA	intron (ENSMUST00000099337.3, intron 20 of 30)	-intron (ENSMUST00000099337.3, intron 20 of 30)	-7503	ENSMUST00000157983.1	ENSMUSG00000088608	ENSMUST00000157983			Gm24186			
chr10-258	chr10	94828395	94829922	+	94829813	NA	intron (ENSMUST00000099337.3, intron 20 of 30)	-intron (ENSMUST00000099337.3, intron 20 of 30)	-7503	ENSMUST00000157983.1	ENSMUSG00000088608	ENSMUST00000157983			Gm24186			
chr10-256	chr10	94828395	94829922	+	94829813	NA	intron (ENSMUST00000099337.3, intron 20 of 30)	-intron (ENSMUST00000099337.3, intron 20 of 30)	-7503	ENSMUST00000157983.1	ENSMUSG00000088608	ENSMUST00000157983			Gm24186			
chr6-378	chr6	94805711	94806090	+	94803761	NA	Intergenic	Intergenic	6468	ENSMUST00000203986.1	ENSMUSG00000107716	ENSMUST00000203986			Gm43997			
chr6-377	chr6	94776813	94777151	+	94776412	NA	Intergenic	Intergenic	-22450	ENSMUST00000203986.1	ENSMUSG00000107716	ENSMUST00000203986			Gm43997			
chr8-229	chr8	94696000	94696355	+	94698215	NA	promoter-TSS (ENSMUST00000034227.4)	-promoter-TSS (ENSMUST00000034227.4)	65	ENSMUST00000034227.4	ENSMUSG00000031775	ENSMUST00000034227			Pllp			
chr8-228	chr8	94696000	94696355	+	94698215	NA	promoter-TSS (ENSMUST00000034227.4)	-promoter-TSS (ENSMUST00000034227.4)	65	ENSMUST00000034227.4	ENSMUSG00000031775	ENSMUST00000034227			Pllp			
chr3-214	chr3	94627638	94628388	+	94627329	NA	intron (ENSMUST00000200407.1, intron 5 of 5)	-intron (ENSMUST00000006123.10, intron 7 of 12)	-12712	ENSMUST00000198456.1	ENSMUSG00000005968	ENSMUST00000198456			Tuft1			
chr11-433	chr11	94566972	94567628	+	94568390	NA	intron (ENSMUST00000040418.8, intron 1 of 3)	-intron (ENSMUST00000040418.8, intron 1 of 3)	2253	ENSMUST00000040418.8	ENSMUSG00000039084	ENSMUST00000040418			Chad			
chr11-432	chr11	94543960	94544289	+	94544592	NA	TTS (ENSMUST00000143299.1)	-TTS (ENSMUST00000143299.1)	4478	ENSMUST00000148888.1	ENSMUSG00000039096	ENSMUST00000132274			Rsad1			
chr16-237	chr16	94526172	94527257	+	94525355	NA	promoter-TSS (ENSMUST00000127449.7)	-promoter-TSS (ENSMUST00000127449.7)	116	ENSMUST00000023615.6	ENSMUSG00000022898	ENSMUST00000133944			Dscr3			
chr16-236	chr16	94526172	94527257	+	94525355	NA	promoter-TSS (ENSMUST00000127449.7)	-promoter-TSS (ENSMUST00000127449.7)	116	ENSMUST00000023615.6	ENSMUSG00000022898	ENSMUST00000133944			Dscr3			
chr10-253	chr10	94519967	94520901	+	94521566	NA	intron (ENSMUST00000065060.11, intron 1 of 3)	-intron (ENSMUST00000065060.11, intron 1 of 3)	5577	ENSMUST00000065060.11	ENSMUSG00000020023	ENSMUST00000117929			Tmcc3			
chr10-251	chr10	94519967	94520901	+	94521566	NA	intron (ENSMUST00000065060.11, intron 1 of 3)	-intron (ENSMUST00000065060.11, intron 1 of 3)	5577	ENSMUST00000065060.11	ENSMUSG00000020023	ENSMUST00000117929			Tmcc3			
chr10-254	chr10	94521003	94521292	+	94521566	NA	intron (ENSMUST00000065060.11, intron 1 of 3)	-intron (ENSMUST00000065060.11, intron 1 of 3)	6290	ENSMUST00000065060.11	ENSMUSG00000020023	ENSMUST00000117929			Tmcc3			
chr10-252	chr10	94519967	94520901	+	94521566	NA	intron (ENSMUST00000065060.11, intron 1 of 3)	-intron (ENSMUST00000065060.11, intron 1 of 3)	5577	ENSMUST00000065060.11	ENSMUSG00000020023	ENSMUST00000117929			Tmcc3			
chr11-431	chr11	94521146	94521756	+	94520592	NA	exon (ENSMUST00000093945.9, exon 1 of 19)	-exon (ENSMUST00000093945.9, exon 1 of 19)	291	ENSMUST00000123496.7	ENSMUSG00000039110	ENSMUST00000123496			Mycbpap			
chr3-213	chr3	94442759	94443908	+	94443917	NA	promoter-TSS (ENSMUST00000029786.13)	-promoter-TSS (ENSMUST00000029786.13)	-4	ENSMUST00000196143.1	ENSMUSG00000028140	ENSMUST00000029786			Mrpl9			
chr3-212	chr3	94442759	94443908	+	94443917	NA	promoter-TSS (ENSMUST00000029786.13)	-promoter-TSS (ENSMUST00000029786.13)	-4	ENSMUST00000196143.1	ENSMUSG00000028140	ENSMUST00000029786			Mrpl9			
chr8-226	chr8	94434311	94434746	+	94433642	NA	promoter-TSS (ENSMUST00000180445.1)	-promoter-TSS (ENSMUST00000180445.1)	-246	ENSMUST00000180445.1	ENSMUSG00000097194	ENSMUST00000181788			9330175E14Rik			
chr8-227	chr8	94434311	94434746	+	94433642	NA	promoter-TSS (ENSMUST00000180445.1)	-promoter-TSS (ENSMUST00000180445.1)	-246	ENSMUST00000180445.1	ENSMUSG00000097194	ENSMUST00000181788			9330175E14Rik			
chr11-429	chr11	94392579	94393191	+	94392172	NA	promoter-TSS (ENSMUST00000021231.7)	-promoter-TSS (ENSMUST00000021231.7)	35	ENSMUST00000151124.7	ENSMUSG00000020865	ENSMUST00000021231			Abcc3			
chr11-430	chr11	94392579	94393191	+	94392172	NA	promoter-TSS (ENSMUST00000021231.7)	-promoter-TSS (ENSMUST00000021231.7)	35	ENSMUST00000151124.7	ENSMUSG00000020865	ENSMUST00000021231			Abcc3			
chr11-427	chr11	94390935	94391998	+	94392172	NA	intron (ENSMUST00000178136.7, intron 1 of 30)	-intron (ENSMUST00000021231.7, intron 1 of 30)	1454	ENSMUST00000151124.7	ENSMUSG00000020865	ENSMUST00000021231			Abcc3			
